billnum,material,rpa_sat,qty
900828887,106090622,382.00,1
900828887,106094578,265.00,1
900828977,2026767002,466.00,1
900828977,2026782001,35.00,1
900828977,2026794001,44.00,1
900829002,2024948003,18.00,3
900829002,2025353001,126.00,2
900829002,2025662009,54.00,1
900829002,2025937005,1652.00,4
900829002,2025989003,27.00,1
900829014,102738575,1279.00,1
900829014,724390,212.00,1
900829229,107918946,34.00,1
900830197,143108,89.00,1
900830197,179301,236.00,1
900830197,55205,346.00,1
900831541,8000000214,40.00,1
900831565,8000000214,40.00,1
900831858,107084865,262.00,1
900831858,107084902,1.00,1
900831924,7000009745,97.00,1
900832108,662668,82.00,1
900834128,1000050197,52.00,4
900834128,1000050209,16704.00,4
900834285,1000015309,44.00,1
900834285,1000021707,100.00,1
900834285,1000044024,792.00,1
900834285,1000045216,28.00,1
900834285,2016567002,3905.00,1
900834285,2024942002,232.00,1
900834285,2024947006,159.00,1
900834285,2024971005,72.00,1
900834285,2025125004,26.00,1
900834285,2025435001,34.00,1
900834285,2026124005,616.00,2
900834285,2026166001,463.00,1
900834285,696988,25.00,1
900834595,2025968004,8462.00,2
900834942,107774735,74.00,2
900835031,19719,49.00,1
900835031,25379,68.00,1
900835032,1000034734,1314.00,3
900835033,20811,406.00,1
900835033,25901,25.00,1
900835033,34428,28.00,1
900835105,32204,72.00,1
900835105,55239,4943.00,1
900835105,88799,99.00,1
900835105,92594,22.00,1
900835105,95035,1516.00,1
900835966,19067,66.00,1
900835966,55417,985.00,1
900837679,7000009745,291.00,3
900837690,646,470.00,1
900837762,2025786002,32.00,1
900838415,335901,62.00,1
900838415,986212,666.00,1
900838788,146168,2208.00,3
900838788,95035,1516.00,1
900839176,1000043461,73.00,1
900839294,19657,923.00,1
900839466,7000009745,97.00,1
900839466,724391,55.00,1
900840445,19067,66.00,1
900840445,19657,923.00,1
900840445,20776,11.00,1
900840445,2486,60.00,3
900840445,30458,29.00,1
900841254,2027783004,83.00,1
900841254,2027790005,97.00,1
900842034,19719,49.00,1
900842034,25408,2241.00,3
900842034,30458,29.00,1
900842034,32338,1284.00,4
900842034,43791,73.00,1
900842602,1000024925,2.00,1
900842602,1000024933,43.00,1
900842708,724391,110.00,2
900842798,102738575,1279.00,1
900842798,893138,88.00,1
900842800,1000024640,3736.00,1
900842800,1000024711,73.00,1
900842800,1000024718,317.00,1
900844001,1000025355,84.00,1
900844001,1000043950,30.00,1
900844001,106545711,22.00,1
900845004,103668628,955.00,1
900845004,106545703,29.00,1
900845004,269397,59.00,1
900845004,78980,35.00,1
900845005,107623890,59.00,1
900845005,107636076,90.00,1
900845005,107636084,59.00,1
900845005,107636199,27.00,1
900845005,107636210,153.00,1
900845096,1000037771,63.00,1
900845096,1000047606,35.00,1
900845096,2025366001,116.00,4
900845096,2028860003,39.00,1
900845343,512534,31.00,1
900845343,891280,40.00,2
900845631,494565,16.00,1
900845631,782308,71.00,1
900846268,108075717,7.00,1
900846268,108075750,61.00,1
900846268,108092218,327.00,1
900846268,108096446,694.00,2
900846268,108096462,59.00,1
900846268,108098046,126.00,1
900846526,1000022136,126.00,2
900846526,1000022145,46.00,1
900847034,1000020439,550.00,2
900847034,1000035403,24.00,1
900847034,2024561003,2214.00,3
900847034,2028292002,66.00,2
900847034,2028347003,20.00,1
900847034,2028571006,772.00,1
900847034,2030315007,90.00,1
900848203,1000008529,789.00,1
900849314,2028578004,1536.00,1
900849315,108228373,57.00,1
900849315,2025382001,163.00,1
900849315,2025392004,61.00,1
900849315,2025660010,1452.00,4
900849315,2027089001,337.00,1
900849315,2027340007,17.00,1
900849315,2027732006,80.00,1
900849315,2028390004,124.00,4
900849315,2029988002,43.00,1
900849590,1000030819,59.00,1
900849590,1000030826,82.00,1
900849590,1000030860,23.00,1
900849876,2025621014,30.00,1
900849876,2028180002,97.00,1
900850550,1000041302,67.00,1
900850550,2004813002,28.00,1
900851175,18452,52.00,1
900851175,2486,40.00,2
900851175,646,1880.00,4
900851366,19067,66.00,1
900851366,32204,144.00,2
900854423,1000042575,968.00,1
900854423,1000042652,100.00,1
900854423,1000042667,46.00,1
900854583,1000035569,100.00,1
900854583,1000035570,22.00,1
900854648,662668,82.00,1
900854648,7000009745,97.00,1
900854648,817851,20.00,1
900854648,893138,88.00,1
900855956,1000005769,72.00,1
900855956,1000005770,1062.00,3
900855956,100047631,82.00,1
900855956,100853094,52.00,1
900855956,103495624,184.00,1
900855956,104908620,8.00,1
900855956,104908662,14.00,1
900855956,104908726,376.00,1
900855956,104908890,348.00,1
900855956,107568211,827.00,1
900855956,243222,35.00,1
900855956,315442,43.00,1
900855956,560021,144.00,4
900855956,979444,90.00,1
900855956,979445,26.00,1
900857132,1000039354,99.00,1
900857132,1000042313,434.00,1
900857132,1000042314,190.00,1
900857132,106185576,14.00,1
900857132,942092,98.00,1
900857433,19758,519.00,1
900857433,25393,48.00,3
900857433,30458,29.00,1
900857433,646,470.00,1
900857564,18452,104.00,2
900857564,646,470.00,1
900858535,108075717,7.00,1
900858535,108075750,122.00,2
900858535,108092218,981.00,3
900858540,1000029610,487.00,1
900858540,1000029639,369.00,1
900858540,1000029776,58.00,1
900858540,1000029915,82.00,2
900858540,1000029936,34.00,1
900858540,1000030015,61.00,1
900858540,1000030097,48.00,1
900858540,1000030108,82.00,1
900858540,1000030124,35.00,1
900858540,1000030266,74.00,1
900858540,1000030267,58.00,1
900858540,1000030269,65.00,1
900858540,1000030270,123.00,3
900858540,1000030271,1326.00,1
900858540,1000030272,46.00,1
900858651,1000047744,45.00,1
900858651,1000047798,480.00,1
900858651,1000047799,29.00,1
900858651,1000047800,28.00,1
900858651,1000047801,30.00,1
900859215,1000028043,29.00,1
900859216,19067,66.00,1
900859216,2486,20.00,1
900859640,104642577,230.00,1
900859674,1000031086,29.00,1
900859674,1000031088,215.00,1
900859674,1000031144,307.00,1
900860646,19067,66.00,1
900860646,19380,62.00,1
900860646,20404,4100.00,1
900860646,2486,20.00,1
900860646,25391,384.00,2
900860647,1000007997,251.00,1
900860647,1000008049,42.00,1
900860852,19067,66.00,1
900860852,19719,49.00,1
900860852,25379,68.00,1
900860852,25392,17.00,1
900861068,17657,96.00,3
900861068,19067,66.00,1
900861068,646,940.00,2
900861170,1000006077,150.00,1
900861748,1000032983,274.00,1
900861748,1000032984,153.00,3
900861748,1000033011,117.00,3
900862236,1000040773,356.00,4
900862236,1000040915,74.00,1
900862274,1000024949,264.00,1
900862274,2024595005,680.00,1
900862274,2024647006,53.00,1
900862274,2025658002,60.00,1
900862274,2026695003,48.00,1
900862368,1000046129,110.00,2
900862613,1000049828,41.00,1
900862613,1000049831,88.00,2
900862613,1000049839,251.00,1
900862614,1000041140,1702.00,1
900862754,2028576003,8538.00,3
900862754,2028578005,53.00,1
900862968,17618,41.00,1
900863081,1000040214,84.00,1
900863081,1000043632,34.00,1
900863081,1000043634,15.00,3
900863547,2017010004,42.00,1
900863547,2028206001,4765.00,1
900863547,2028790001,52.00,1
900863547,2028864001,46.00,1
900864583,724390,212.00,1
900864889,20776,11.00,1
900864889,20862,23.00,1
900865434,2032715002,50.00,1
900865434,2032716002,256.00,1
900866322,7000009745,97.00,1
900866715,107439890,3.00,1
900866715,107440604,62.00,1
900866715,107441367,122.00,2
900866715,107453819,10.00,1
900866718,25379,68.00,1
900866718,25391,192.00,1
900870945,25379,204.00,3
900870945,25391,192.00,1
900870945,30458,29.00,1
900870945,31171,29.00,1
900870945,32204,72.00,1
900870946,1000013339,770.00,1
900870946,1000013524,60.00,1
900870946,1000013529,17.00,1
900870946,1000013537,77.00,1
900871523,2025641004,625.00,1
900871523,2026103007,66.00,3
900872517,2028880003,22.00,1
900872772,19380,186.00,3
900873502,1000047767,110.00,2
900874339,2028523005,42.00,1
900874339,2028554001,96.00,2
900874339,2028555001,436.00,1
900874339,2028560002,44.00,1
900874339,2028569002,205.00,1
900874339,2028574002,99.00,1
900874339,2028575005,81.00,1
900874339,2028580005,173.00,1
900874339,2028586002,97.00,1
900874392,1000024824,22.00,1
900874392,126531,34.00,1
900874417,662668,164.00,2
900874903,17618,41.00,1
900875891,107087741,80.00,1
900876537,101915891,42.00,1
900876588,1000042115,33.00,1
900876589,126125,46.00,1
900876590,1000021084,1113.00,3
900876590,2024958005,52.00,1
900876609,2026863003,57.00,1
900876609,2026871002,89.00,1
900876609,2026884003,85.00,1
900876609,2026886001,525.00,3
900876609,2026887004,542.00,2
900876609,2026892005,298.00,1
900876609,2026908005,73.00,1
900876609,2026911004,156.00,3
900876609,2026912002,95.00,1
900876609,2026913001,9.00,1
900876609,2026913003,4351.00,1
900876609,2026913005,45.00,1
900876609,2026918001,29.00,1
900876609,2026921002,4357.00,1
900876609,2026924004,49.00,1
900876609,2026934003,86.00,2
900876609,2026935003,413.00,1
900876609,2026940002,328.00,4
900876646,2030345007,79.00,1
900876646,2030357005,2716.00,1
900876700,1000009567,36.00,1
900876700,107918946,34.00,1
900876700,2024886003,132.00,3
900876700,2024970005,94.00,1
900876700,2025334002,86.00,1
900877219,1000024189,190.00,2
900877219,1000024513,3252.00,3
900878482,1000009505,437.00,1
900878482,1000009506,14.00,1
900878482,1000009507,12.00,3
900878482,1000009509,185.00,1
900878750,7000009745,97.00,1
900878820,1000044300,30.00,1
900878891,1000036496,37.00,1
900878891,1000036517,108.00,3
900881780,7000009745,97.00,1
900881780,724391,55.00,1
900881942,7000009745,97.00,1
900881999,16951,26.00,1
900881999,2486,60.00,3
900882379,1000043255,32.00,1
900882379,1000043347,324.00,1
900882379,1000043409,897.00,3
900882379,1000043427,277.00,1
900882379,1000043432,8.00,1
900882380,2026942002,41.00,1
900882380,2026943001,213.00,1
900882380,2026943002,413.00,1
900882626,1000000540,180.00,2
900882626,1000000541,23.00,1
900882626,108378371,97.00,1
900882626,108386531,19.00,1
900882626,108388983,496.00,1
900882626,108395606,34.00,1
900882626,108402204,372.00,4
900882626,108402212,22.00,1
900882636,1000041697,9.00,1
900882636,107084873,134.00,1
900882636,2014777006,62.00,1
900882636,2020208002,63.00,1
900882636,2024568006,794.00,1
900883067,2026595003,37.00,1
900884590,2023185004,37.00,1
900884590,2025594002,40.00,1
900884590,2027473005,364.00,1
900884590,2027666002,80.00,1
900884590,2027734001,28.00,1
900884590,2028156004,367.00,1
900884590,2028188002,346.00,1
900884590,2028477002,28.00,1
900884590,2028858002,66.00,2
900884590,2029939003,44.00,1
900884590,2032849002,76.00,1
900884591,7000009745,97.00,1
900885053,646,470.00,1
900885195,2024952003,75.00,1
900885195,2025652003,35.00,1
900885195,2026238006,35.00,1
900885195,2026480001,39.00,1
900885267,20404,4100.00,1
900885267,43789,62.00,1
900885488,1000030568,83.00,1
900885488,1000030612,61.00,1
900885488,1000030671,14.00,1
900885489,1000009702,160.00,1
900885489,1000027282,98.00,1
900885489,1000027283,434.00,1
900885489,1000027287,33.00,1
900885489,1000029729,220.00,4
900885489,1000042172,279.00,3
900885489,1000047886,716.00,1
900885489,1039501,126.00,3
900885489,1039502,44.00,1
900885489,104439595,118.00,2
900885489,108353490,300.00,2
900885489,2004807001,76.00,2
900885489,2021892005,52.00,1
900885759,662670,523.00,1
900885759,7000009745,97.00,1
900886410,2027475004,74.00,1
900886410,2028043001,160.00,4
900887059,108298849,477.00,1
900887059,108298857,68.00,1
900887082,108349301,63.00,1
900887460,69764,14.00,1
900887629,662670,523.00,1
900888376,107774735,37.00,1
900888471,106998729,59.00,1
900889512,1000019097,42.00,1
900889512,107543048,482.00,1
900890254,108378371,194.00,2
900890292,2025794003,84.00,1
900890292,2026897005,72.00,1
900890292,2027650002,38.00,1
900890292,617998,50.00,1
900892955,2031286007,93.00,1
900892955,2031321001,3344.00,4
900892955,2031321003,196.00,4
900892956,1000014911,9.00,3
900892956,1000014939,26.00,1
900892956,1000014943,1292.00,4
900892956,1000014945,352.00,1
900892956,1000014951,20.00,1
900892956,1000014996,58.00,1
900892956,1000015035,39.00,1
900892956,1000015041,8622.00,2
900892956,1000015047,2217.00,1
900892956,1000015049,46.00,1
900893020,1000050197,26.00,2
900893020,1000050209,12528.00,3
900893020,1000050211,19.00,1
900893140,1000044450,29.00,1
900893140,1000044508,82.00,1
900893140,1000044525,88.00,1
900893140,1000044539,51.00,1
900893140,1000044542,85.00,1
900893140,1000044544,115.00,1
900893140,1000044545,198.00,2
900893140,1000044546,8.00,1
900893140,1000044548,3213.00,1
900893140,1000044570,156.00,4
900893140,1000044690,12.00,3
900893140,1000044767,20.00,4
900893140,1000044809,392.00,1
900893140,1000044835,12.00,1
900893140,1000044851,100.00,2
900893140,1000044930,13.00,1
900893140,1000044939,135.00,3
900893140,1000044953,344.00,2
900893140,1000044958,57.00,1
900893812,107891940,449.00,1
900893812,107892619,75.00,1
900893812,107910231,29.00,1
900893812,107919893,240.00,3
900893812,107919914,511.00,1
900893888,2029672006,38.00,1
900893888,2029674002,220.00,1
900893888,2029738001,1577.00,1
900893888,2029744004,45.00,1
900895878,2025637009,54.00,1
900895878,2025660010,363.00,1
900896356,19372,353.00,1
900896356,2486,80.00,4
900896356,25392,68.00,4
900896356,25927,108.00,2
900896356,26703,42.00,1
900896356,32204,144.00,2
900896356,34391,237.00,1
900896356,34428,28.00,1
900896356,43459,261.00,1
900896356,43788,4926.00,2
900896356,55274,131.00,1
900896356,55370,261.00,1
900896356,55414,46.00,2
900896356,55417,985.00,1
900896356,55445,60.00,1
900896356,55446,25.00,1
900896357,106123607,128.00,2
900896357,106185576,14.00,1
900896357,106199636,92.00,4
900896359,1000021853,18.00,2
900896759,1000035569,100.00,1
900896759,1000035570,22.00,1
900896759,1000035667,168.00,3
900896796,43653,24.00,1
900896904,1000007996,65.00,1
900896904,1000007997,1004.00,4
900896904,1000008166,16.00,1
900897035,1000022142,386.00,1
900898171,108349301,63.00,1
900898171,108349319,431.00,1
900898171,108353449,96.00,1
900898171,108353473,60.00,1
900898171,108353481,53.00,1
900898355,1000022840,31.00,1
900898355,2023188001,4544.00,1
900898355,2025829005,33.00,1
900898356,2024901004,40.00,2
900898356,2024951004,444.00,2
900898899,1000024925,2.00,1
900898899,1000024930,52.00,1
900898899,1000025038,180.00,1
900898899,1000025092,71.00,1
900898899,1000025095,24.00,1
900898899,1000025107,36.00,1
900901156,1000019941,308.00,1
900901156,1000020094,42.00,1
900901156,1000020270,24.00,1
900901156,1000020430,219.00,3
900901156,1000020431,417.00,1
900901156,1000020721,200.00,4
900901156,1000020881,156.00,3
900901156,1000020936,257.00,1
900901156,1000021530,968.00,1
900901156,1000021667,93.00,3
900901156,1000021818,4742.00,1
900901156,1000021854,176.00,4
900901156,1000021892,1353.00,3
900901156,1000021987,27.00,1
900901156,1000022230,40.00,1
900901156,1000022250,469.00,1
900901156,1000022294,182.00,2
900901156,1000022524,72.00,1
900901156,1000022950,20.00,1
900901347,107418722,93.00,1
900901466,7000009745,97.00,1
900901532,1000037855,291.00,1
900901532,1000037908,1044.00,3
900901532,1000037944,60.00,1
900901532,1000037990,19.00,1
900901532,1000038068,40.00,1
900901532,1000038070,86.00,1
900901532,1000038128,115.00,1
900901532,1000038152,108.00,1
900901532,1000038158,142.00,1
900901532,1000038178,74.00,1
900901532,1000038241,68.00,1
900901532,1000038242,106.00,2
900901532,1000038243,37.00,1
900901532,1000038342,19.00,1
900901555,1000044360,3.00,1
900901555,1000044399,45.00,1
900901555,1000044445,207.00,3
900901555,1000044448,78.00,1
900901555,1000044480,162.00,3
900902878,1000024508,5.00,1
900902878,1000040900,72.00,3
900903104,108298849,477.00,1
900903104,108298857,272.00,4
900903104,108301981,33.00,1
900903104,108305439,351.00,1
900903104,108305455,148.00,4
900903636,2027422004,62.00,1
900903636,2027427001,37.00,1
900904056,2026725004,52.00,1
900904056,2026727004,36.00,3
900904056,2026739004,993.00,3
900904056,2026740002,19.00,1
900904056,2026741004,95.00,1
900904170,2027187005,83.00,1
900904170,2027189003,38.00,1
900904170,2027189004,204.00,3
900904170,2027190005,44.00,2
900904225,2026088007,23.00,1
900904225,2026095002,1032.00,1
900904225,2026095003,380.00,1
900904225,2026095005,69.00,3
900904225,2026102001,36.00,1
900904225,2026102007,193.00,1
900904225,2026105001,65.00,1
900904225,2026105003,366.00,3
900904225,2026106002,1089.00,1
900904225,2026106003,108.00,1
900904225,2026110003,21.00,1
900904227,19372,353.00,1
900904227,19758,519.00,1
900904227,20404,4100.00,1
900904320,7000009746,160.00,2
900904417,7000009745,97.00,1
900904577,1000019097,126.00,3
900904577,107543048,482.00,1
900904577,2025639003,634.00,2
900905961,7000009745,291.00,3
900909127,102738575,1279.00,1
900909127,662668,82.00,1
900910056,19372,353.00,1
900910056,19758,519.00,1
900910056,20404,4100.00,1
900910056,20811,1218.00,3
900910056,25390,41.00,1
900910056,25408,747.00,1
900910056,26703,42.00,1
900910056,32204,72.00,1
900910056,34868,9.00,1
900910056,40267,118.00,2
900910247,2025083005,43.00,1
900910334,2027806002,44.00,1
900910334,2027806004,93.00,1
900910335,16951,26.00,1
900910335,19758,519.00,1
900910335,20858,168.00,4
900910418,1000042575,968.00,1
900910418,1000042652,200.00,2
900910685,2025652002,45.00,3
900910685,2025653008,1889.00,1
900910809,2026793002,76.00,1
900913662,1000013898,32.00,1
900913662,1000014138,21.00,1
900913662,1000014222,79.00,1
900914271,1000012830,240.00,4
900914271,1000013303,85.00,1
900914271,1000013339,1540.00,2
900914271,1000013524,60.00,1
900914271,1000013529,17.00,1
900914271,1000013537,77.00,1
900914271,1000013538,92.00,2
900914271,1000013851,106.00,2
900914271,1000014199,47.00,1
900914271,1000014859,2536.00,1
900914271,1000014892,66.00,3
900914271,1000014927,22.00,1
900914271,1000014929,328.00,1
900914271,1000015480,90.00,1
900914271,1000016343,71.00,1
900914271,1000016345,176.00,2
900914271,1000016794,104.00,1
900914271,1000016926,71.00,1
900914272,2025652002,60.00,4
900914296,1000012426,1516.00,4
900914296,1000012604,136.00,2
900914296,1000012659,47.00,1
900915078,2028541006,37.00,1
900915078,2028564004,380.00,4
900915078,2028571006,772.00,1
900915078,2028573004,495.00,3
900915884,662668,82.00,1
900915884,662670,523.00,1
900916170,2025946002,82.00,2
900916780,106072686,32.00,2
900916780,106080598,145.00,1
900917000,1000048262,159.00,1
900917000,1000048287,35.00,1
900917000,1000048319,158.00,2
900917000,1000048357,2487.00,3
900917000,1000048387,72.00,1
900917000,1000048389,1595.00,1
900917000,1000048392,82.00,1
900917000,1000048483,312.00,1
900917000,1000048487,14.00,1
900917000,1000048499,6372.00,4
900917000,1000048574,1213.00,1
900917000,1000048581,1008.00,1
900917000,1000048582,239.00,1
900917000,1000048657,164.00,2
900917000,1000048909,69.00,1
900917000,1000048928,23.00,1
900917000,1000048933,98.00,1
900917000,1000048934,210.00,3
900917000,1000048937,23.00,1
900917936,1000040773,89.00,1
900917936,1000040915,222.00,3
900917936,1000040992,18.00,1
900917936,1000041079,20.00,1
900918844,106773802,39.00,1
900918846,1000034117,25.00,1
900918846,108136911,37.00,1
900920510,1000050347,54.00,1
900920510,1000050423,53.00,1
900920510,1000050424,123.00,3
900920936,19719,49.00,1
900920936,25391,192.00,1
900920936,30458,29.00,1
900921271,100934193,31.00,1
900921271,1035669,60.00,3
900921271,212857,104.00,2
900921272,20703,69.00,1
900921272,20858,42.00,1
900921381,2028476002,346.00,1
900921381,2028502004,61.00,1
900921604,25391,192.00,1
900921604,25402,481.00,1
900921604,30458,29.00,1
900921604,31171,29.00,1
900921865,7000009745,97.00,1
900921887,2028900005,26.00,1
900921887,2028904001,30.00,1
900921887,2028910004,44.00,2
900922180,2028521001,6.00,1
900923891,26703,42.00,1
900923891,295307,77.00,1
900924609,1000006688,1899.00,1
900924609,1000006782,535.00,1
900924609,1000006856,1361.00,1
900924609,1000007095,10.00,1
900924609,1000007162,15.00,1
900924610,1000050314,7.00,1
900924610,1000050315,51.00,1
900925133,2031374005,756.00,1
900925133,2031375005,747.00,1
900925133,2031377005,28.00,1
900925133,2031378005,217.00,1
900925133,2031381005,41.00,1
900925133,2031382005,83.00,1
900925815,19719,49.00,1
900925815,20704,300.00,3
900925815,26703,42.00,1
900925815,34869,184.00,1
900925815,35122,168.00,4
900925815,55145,87.00,1
900925815,55255,79.00,1
900925815,55417,985.00,1
900925815,55435,47.00,1
900925815,55439,50.00,1
900925815,55615,106.00,2
900925815,55617,38.00,2
900925815,57040,45.00,1
900925815,57472,38.00,1
900925815,70245,948.00,3
900925815,86007,74.00,2
900925815,88799,99.00,1
900925818,2026943002,1652.00,4
900925818,2026945002,99.00,1
900926318,2027835003,31.00,1
900926318,2027860001,84.00,1
900926740,7000009745,194.00,2
900927316,2028323002,673.00,1
900927316,2028324003,136.00,4
900927316,2028324004,4175.00,1
900927316,2028326002,27.00,1
900927316,2028335004,304.00,1
900927316,2028337004,1404.00,4
900927316,2028341001,162.00,1
900927316,2028341003,285.00,3
900927316,2028342003,337.00,1
900927316,2028346004,189.00,3
900927316,2028352001,48.00,1
900927316,2028356004,72.00,1
900927316,2028362002,825.00,1
900927316,2028387003,24.00,1
900927316,2028406003,28.00,1
900927316,2028444003,98.00,1
900927316,2028458002,65.00,1
900927316,2028466007,39.00,1
900927316,2028478001,11.00,1
900927447,19067,66.00,1
900927447,20404,4100.00,1
900927657,646,1880.00,4
900928144,2032822004,1817.00,1
900928144,2032924005,176.00,2
900928144,2033076001,34.00,1
900928144,2033251005,60.00,1
900928851,1000042115,66.00,2
900928851,1000042126,57.00,3
900928851,1000042132,29.00,1
900928851,1000042152,68.00,1
900928851,1000042180,686.00,2
900929002,26703,42.00,1
900929002,350955,405.00,1
900929002,55480,194.00,2
900929002,55482,468.00,1
900929002,884006,14.00,1
900929458,7000009745,97.00,1
900929479,662668,82.00,1
900929479,817851,20.00,1
900929702,2027840002,215.00,1
900929702,2027840004,42.00,1
900929702,2027840006,528.00,3
900929702,2027848001,3287.00,1
900929702,2027848002,51.00,3
900930373,7000009745,97.00,1
900930699,1000042976,183.00,3
900930793,1000020429,37.00,1
900930793,1000020432,1416.00,3
900930793,1000020795,1.00,1
900931056,2024901004,20.00,1
900931056,2024951004,444.00,2
900932205,1000023365,208.00,1
900933350,107760165,9490.00,2
900933350,107766170,77.00,1
900933350,107781986,1351.00,1
900933350,107783623,967.00,1
900933350,107784562,305.00,1
900933350,107784693,138.00,2
900933350,107784706,29.00,1
900933350,107790381,1010.00,1
900933350,107790401,455.00,1
900933350,107812172,86.00,1
900933350,107812181,54.00,1
900934025,7000009745,97.00,1
900934108,7000009745,97.00,1
900934501,1000032354,107.00,1
900934501,1000036192,908.00,1
900934501,36021,38.00,1
900935197,2026725004,52.00,1
900937475,2023192005,2.00,1
900937475,2023475008,855.00,1
900937475,2025343001,54.00,1
900937475,268255,86.00,1
900937909,20703,69.00,1
900937909,20858,42.00,1
900937909,26703,42.00,1
900938807,20705,94.00,1
900938807,55145,87.00,1
900940020,108100169,410.00,1
900940020,108100177,33.00,1
900940020,108125913,31.00,1
900940020,108143783,183.00,3
900940020,108144436,764.00,1
900940020,108192201,10.00,1
900940020,108217789,239.00,1
900940020,108223396,10.00,2
900940860,102738575,1279.00,1
900940860,893138,88.00,1
900940862,2027142001,42.00,1
900940862,2027305003,24.00,2
900940862,2027639003,225.00,3
900940863,2031374006,128.00,1
900940863,2031375006,54.00,1
900940864,1000015357,35.00,1
900940865,1000042815,94.00,1
900940865,1000042864,108.00,4
900940865,1000042866,49.00,1
900940865,1000042890,862.00,1
900940865,1000042895,45.00,1
900940865,1000042896,380.00,1
900940865,1000042908,111.00,3
900940865,1000042916,296.00,1
900940865,1000043046,976.00,1
900940865,1000043089,20.00,1
900940865,1000043112,698.00,1
900940865,1000043157,3108.00,1
900940865,1000043173,445.00,1
900940865,1000043174,80.00,4
900940865,1000043177,89.00,1
900940865,1000043179,56.00,1
900940865,1000043180,79.00,1
900940865,1000043223,148.00,1
900940865,1000043225,367.00,1
900940865,1000043250,283.00,1
900941523,1000030568,83.00,1
900941656,1000030266,74.00,1
900941656,1000030267,58.00,1
900941657,2030606003,34.00,2
900941657,2030627001,840.00,3
900941657,2030630002,106.00,1
900941657,2030630006,97.00,1
900941657,2030654003,96.00,1
900941657,2030702004,40.00,1
900941657,2030711007,162.00,3
900941657,2030713004,3836.00,2
900941657,2030719001,88.00,1
900941657,2030723005,50.00,1
900941657,2030733004,86.00,1
900941907,1000018182,962.00,2
900941907,2025083003,285.00,1
900941907,2025401004,58.00,1
900942102,1000037855,1164.00,4
900942102,1000037908,348.00,1
900942512,7000009745,291.00,3
900942611,108349319,1293.00,3
900942611,108353094,70.00,1
900942611,108353449,96.00,1
900942611,108353473,180.00,3
900942611,108353481,53.00,1
900943450,662668,82.00,1
900944222,107928108,315.00,1
900944222,107928124,3200.00,4
900944222,107932625,8343.00,3
900946704,30603,35.00,1
900946975,2028469005,77.00,1
900946975,2028494006,129.00,3
900946975,2028496006,418.00,1
900946975,2028504006,82.00,1
900946975,2028541002,150.00,3
900946975,2028552001,10.00,1
900946975,2028558001,209.00,1
900946975,2028558002,69.00,1
900946975,2028563002,446.00,1
900946975,2028565002,37.00,1
900946975,2028569001,3566.00,1
900946975,2028569003,44.00,1
900946975,2028569005,87.00,1
900946975,2028570002,47.00,1
900946975,2028576002,23.00,1
900946975,2028580003,26.00,1
900946975,2028582003,15.00,1
900946975,2028587001,190.00,2
900946975,2028594003,90.00,3
900946975,2028594004,156.00,4
900946976,662668,82.00,1
900946976,893138,88.00,1
900947196,1000048262,159.00,1
900947196,1000048287,35.00,1
900947339,1000010067,40.00,1
900947339,1000018435,710.00,1
900947339,2026233004,50.00,1
900947339,2032499002,96.00,1
900947339,2032699003,328.00,4
900947339,818052,107.00,1
900947786,1000041936,476.00,1
900947786,1000041942,474.00,1
900947786,1000042015,31.00,1
900948063,1000047682,22.00,1
900948063,1000047685,59.00,1
900948063,1000047693,60.00,3
900948063,1000047697,262.00,1
900948063,1000047721,126.00,3
900948179,2027666002,240.00,3
900948185,2025831002,57.00,1
900948185,2026670004,191.00,1
900949243,1000021795,48.00,3
900949243,1000021854,44.00,1
900949243,1000021856,99.00,1
900949696,2026219001,43.00,1
900950052,646,1410.00,3
900950057,1000002081,35.00,1
900950364,1000024733,327.00,1
900950364,1000024739,852.00,3
900950365,2027898001,7.00,1
900950365,2027901005,182.00,2
900950365,2027908005,366.00,1
900950365,2027908006,31.00,1
900950365,2027910005,89.00,1
900950365,2027910006,70.00,2
900950965,32204,72.00,1
900952019,25391,576.00,3
900952019,25402,481.00,1
900952019,30458,29.00,1
900953343,104467570,62.00,1
900953343,104467588,5.00,1
900953343,104508571,98.00,1
900953343,104508589,63.00,1
900953343,104535579,70.00,1
900953343,104535608,99.00,1
900953343,104568573,232.00,2
900953343,104568581,375.00,1
900953343,104602583,46.00,1
900953343,104602604,392.00,4
900954829,662670,523.00,1
900954829,7000009745,97.00,1
900955181,1000007981,3383.00,1
900957805,1000024824,22.00,1
900957805,126531,34.00,1
900958877,646,470.00,1
900959539,2025772001,366.00,1
900959540,2030759003,99.00,1
900959620,1000034776,53.00,1
900959620,1000034947,4.00,1
900959620,1000035029,41.00,1
900959748,1000022850,28.00,1
900959749,7000009745,97.00,1
900959939,107784538,3.00,1
900959939,107784706,29.00,1
900959939,107784749,112.00,2
900960133,107784538,3.00,1
900960133,107784706,29.00,1
900961236,2026233004,50.00,1
900961236,2032499002,96.00,1
900961995,2027469006,37.00,1
900962924,2026888006,164.00,1
900962924,2026891003,1404.00,4
900962924,2026891005,235.00,1
900963723,107643372,838.00,1
900963723,107643381,41.00,1
900963723,107645984,69.00,1
900963723,107646004,88.00,1
900963723,107646670,220.00,2
900963723,107648860,129.00,1
900964355,20704,100.00,1
900964754,1000007241,4076.00,1
900964754,1000007807,477.00,1
900965409,662668,82.00,1
